FAC_NAME,COUNTY_NAME,YEAR_QTR,OP_STATUS,TYPE_HOSP,AVL_BEDS,DAY_TOT,VIS_TOT,GRIP_TOT,GROP_TOT,BAD_DEBT,CAP_TOT,NET_TOT,TOT_OP_EXP,EXP_PIPS,EXP_POPS,CAP_EXP,YEAR,QUARTER,POPULATION
REGIONAL MEDICAL CENTER OF SAN JOSE,Santa Clara,20203,Open,Comparable,258,16385,18473,830332243,246155054,411095,0,93888649,97557012,0,0,1799400,2020,3,1883653
RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,Los Angeles,20203,Open,Comparable,74,5739,4504,35116734,4259092,299144,0,18986865,22348856,0,0,15,2020,3,9748447
RIDGECREST REGIONAL HOSPITAL,Kern,20203,Open,Comparable,150,1590,21544,24600567,49419427,711090,0,33257341,34632082,0,0,874184,2020,3,917293
RIVERSIDE COMMUNITY HOSPITAL,Riverside,20203,Open,Comparable,478,29917,35773,1052562164,402044613,0,0,158846321,113286651,0,0,6318788,2020,3,2479628
RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,Riverside,20203,Open,Comparable,372,28864,34215,351995384,158027763,13583640,0,148893141,186913482,0,0,7628914,2020,3,2479628
RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,20203,Open,Comparable,445,39917,149730,912593171,531170371,7475180,0,537344291,582438573,0,0,13570780,2020,3,9748447
SALINAS VALLEY MEMORIAL HOSPITAL,Monterey,20203,Open,Comparable,255,10648,24406,299175330,266031200,10846900,0,143341704,123093356,0,0,3531418,2020,3,436427
SAN ANTONIO REGIONAL HOSPITAL,San Bernardino,20203,Open,Comparable,363,19426,45475,443065733,253801282,2400000,116221,83793343,97041777,0,0,855204,2020,3,2196029
SAN DIMAS COMMUNITY HOSPITAL,Los Angeles,20203,Open,Comparable,101,3529,3593,38807873,19735791,287245,0,14539537,15402293,0,0,364281,2020,3,9748447
SAN GABRIEL VALLEY MEDICAL CENTER,Los Angeles,20203,Open,Comparable,273,13551,4466,167166672,50473827,141858,2136961,35838376,38548090,0,0,66630,2020,3,9748447
SAN GORGONIO MEMORIAL HOSPITAL,Riverside,20203,Open,Comparable,79,3643,6555,25799775,27187919,3364878,0,7984845,17997812,0,0,0,2020,3,2479628
SAN JOAQUIN GENERAL HOSPITAL,San Joaquin,20203,Open,Comparable,152,13405,62490,300144428,180309272,13793263,4887186,89472791,116168529,0,0,731694,2020,3,795880
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Fresno,20203,Open,Comparable,62,4252,6410,16739280,2427827,82092,0,9040733,6914054,0,0,74562,2020,3,1017107
SAN JOSE BEHAVIORAL HEALTH,Santa Clara,20203,Open,Comparable,80,6911,712,19581345,602040,100281,0,10831319,6673477,0,0,304398,2020,3,1883653
SAN MATEO MEDICAL CENTER,San Mateo,20203,Open,Comparable,448,30148,89841,50865378,62747881,3193663,1740708,67290641,91060955,0,0,373781,2020,3,732485
SAN RAMON REGIONAL MEDICAL CENTER,Contra Costa,20203,Open,Comparable,116,3660,11489,148597826,110032173,861223,0,40389391,40099351,0,0,607510,2020,3,1160296
SANTA BARBARA COTTAGE HOSPITAL,Santa Barbara,20203,Open,Comparable,392,21395,28296,402200138,132887956,2117650,0,189322518,195502020,0,0,10294203,2020,3,445286
SANTA CLARA VALLEY MEDICAL CENTER,Santa Clara,20203,Open,Comparable,1085,43812,221015,949198115,717426001,3717176,58567633,478852432,652851782,0,0,641436,2020,3,1883653
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Los Angeles,20203,Open,Comparable,281,17963,47854,292224511,180695450,3853177,5199471,171224002,161867411,0,0,3654628,2020,3,9748447
SANTA ROSA MEMORIAL HOSPITAL,Sonoma,20203,Open,Comparable,298,16319,55737,399614165,321123380,7159451,7952689,141448339,121016294,0,0,3336985,2020,3,483398
SANTA YNEZ VALLEY COTTAGE HOSPITAL,Santa Barbara,20203,Open,Comparable,11,57,5368,627242,12250897,167711,0,4700714,5125903,0,0,835318,2020,3,445286
SCRIPPS GREEN HOSPITAL,San Diego,20203,Open,Comparable,150,7181,25562,254289714,218571257,-2350871,0,100239844,80432012,0,0,359165,2020,3,3283755
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,San Diego,20203,Open,Comparable,192,11571,24308,261660329,147531680,-548146,-135591,90912709,78238749,0,0,6926871,2020,3,3283755
SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,San Diego,20203,Open,Comparable,365,21840,23782,704922602,316482836,-4518045,734787,211496588,173034944,0,0,4065400,2020,3,3283755
SCRIPPS MERCY HOSPITAL,San Diego,20203,Open,Comparable,529,35207,42159,745274239,277430308,3379218,2286236,220244599,219085235,0,0,6997621,2020,3,3283755
SENECA HEALTHCARE DISTRICT,Plumas,20203,Open,Comparable,26,1101,7249,972821,5262420,120859,0,3495018,4701064,0,0,109509,2020,3,19433
SEQUOIA HOSPITAL,San Mateo,20203,Open,Comparable,114,4114,11857,164034007,137341383,-45054,0,69633181,70859361,0,0,1405807,2020,3,732485
SETON MEDICAL CENTER,San Mateo,20203,Open,Comparable,478,22401,18838,228441643,86596199,963853,0,51714086,69146563,0,0,0,2020,3,732485
SHARP CHULA VISTA MEDICAL CENTER,San Diego,20203,Open,Comparable,415,25023,35449,407216115,215214145,975685,11227959,114833334,135923787,0,0,8631178,2020,3,3283755
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,San Diego,20203,Open,Comparable,154,9229,19426,53168809,70151944,227134,5020802,35227644,34609603,0,0,5892168,2020,3,3283755
SHARP GROSSMONT HOSPITAL,San Diego,20203,Open,Comparable,592,33666,115077,631374017,379072085,32286,21921082,200913583,216186957,0,0,21452154,2020,3,3283755
SHARP MCDONALD CENTER,San Diego,20203,Open,Comparable,16,801,762,1195357,823603,8119,10455,896327,1096181,0,0,456194,2020,3,3283755
SHARP MEMORIAL HOSPITAL,San Diego,20203,Open,Comparable,665,36748,82849,801096447,530610472,63208,76277467,303747513,286268963,0,0,32787918,2020,3,3283755
SHARP MESA VISTA HOSPITAL,San Diego,20203,Open,Comparable,159,10027,17822,61982884,29564491,27809,486003,19578825,24666531,0,0,2473608,2020,3,3283755
SHASTA REGIONAL MEDICAL CENTER,Shasta,20203,Open,Comparable,178,8625,12909,143415336,87683444,2378769,0,41658394,41712428,0,0,1322334,2020,3,180972
SHERMAN OAKS HOSPITAL,Los Angeles,20203,Open,Comparable,153,7520,6770,70319352,21598929,-6553853,0,23374353,23573384,0,0,249319,2020,3,9748447
SIERRA NEVADA MEMORIAL HOSPITAL,Nevada,20203,Open,Comparable,104,3811,24728,80554801,96681800,988387,0,39160205,44388489,0,0,1677334,2020,3,102356
SIERRA VIEW MEDICAL CENTER,Tulare,20203,Open,Comparable,167,8449,34871,75012984,81709806,2168548,0,32962655,36156236,0,0,3021486,2020,3,478288
SIERRA VISTA HOSPITAL,Sacramento,20203,Open,Comparable,171,14821,2623,26686650,2604160,260611,0,16206876,10710051,0,0,65928,2020,3,1588743
SIERRA VISTA REGIONAL MEDICAL CENTER,San Luis Obispo,20203,Open,Comparable,148,6219,8239,177297392,85398857,2643323,0,39519155,40947044,0,0,756880,2020,3,282535
SONOMA SPECIALTY HOSPITAL,Sonoma,20203,Open,Comparable,10,353,1954,3157237,429893,0,0,3571606,3096249,0,0,0,2020,3,483398
SONOMA VALLEY HOSPITAL,Sonoma,20203,Open,Comparable,51,2977,15314,20464282,45015418,253482,74740,11897107,14416905,0,0,1848704,2020,3,483398
SOUTH COAST GLOBAL MEDICAL CENTER,Orange,20203,Open,Comparable,178,7526,4633,52701385,13400519,1756857,0,14911686,13829791,0,0,373774,2020,3,3158489
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,Los Angeles,20203,Open,Comparable,612,28922,5938,268359913,41660138,1814358,5208269,67298484,75173462,0,0,227415,2020,3,9748447
SOUTHERN INYO HOSPITAL,Inyo,20203,Open,Comparable,37,3000,1953,1595365,2088654,127691,0,2333317,2918029,128365,0,138896,2020,3,18745
SOUTHWEST HEALTHCARE SYSTEM - MURRIETA,Riverside,20203,Open,Comparable,240,15981,20932,260566632,178213613,6292344,0,95240326,72670453,0,0,760122,2020,3,2479628
ST. AGNES MEDICAL CENTER,Fresno,20203,Open,Comparable,436,25435,41250,274314585,195102559,2269960,0,118470583,129084835,0,0,2543989,2020,3,1017107
ST. BERNARDINE MEDICAL CENTER,San Bernardino,20203,Open,Comparable,278,17793,25895,387242259,150212688,4872011,0,102018922,112871494,0,0,1873090,2020,3,2196029
ST. ELIZABETH COMMUNITY HOSPITAL,Tehama,20203,Open,Comparable,49,2773,51350,47871921,94730606,996795,63319,38530123,34636665,0,0,759481,2020,3,65269
ST. FRANCIS MEDICAL CENTER,Los Angeles,20203,Open,Comparable,384,24788,20395,320952624,107474397,739159,22265414,121551075,109674432,0,0,0,2020,3,9748447
ST. FRANCIS MEMORIAL HOSPITAL,San Francisco,20203,Open,Comparable,172,7418,14430,152648842,58234216,223560,0,46073026,60259100,0,0,496882,2020,3,814176
ST. JOHN'S REGIONAL MEDICAL CENTER,Ventura,20203,Open,Comparable,401,22177,29597,335418566,180711908,3817638,0,115722696,132480111,0,0,6782975,2020,3,835032
ST. JOSEPH HOSPITAL - EUREKA,Humboldt,20203,Open,Comparable,153,9475,39558,170771980,201308526,1695044,0,77138498,60422400,0,0,775694,2020,3,135013
ST. JOSEPH HOSPITAL - ORANGE,Orange,20203,Open,Comparable,379,19621,78914,337131779,367757865,5095322,48731535,190774411,165015680,0,0,2483346,2020,3,3158489
ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,San Joaquin,20203,Open,Comparable,35,2719,2096,7932151,905919,-12237,0,4369361,5369747,0,0,5312,2020,3,795880
ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,San Joaquin,20203,Open,Comparable,355,24180,48807,669710176,312638396,7141675,0,170430207,158907051,0,0,2311000,2020,3,795880
ST. JUDE MEDICAL CENTER,Orange,20203,Open,Comparable,320,17149,111907,280439557,329674084,3771114,51768802,180518832,156604989,0,0,337738,2020,3,3158489
ST. MARY MEDICAL CENTER - APPLE VALLEY,San Bernardino,20203,Open,Comparable,213,14403,21857,227647400,192378418,5915707,100702,84661414,76839008,0,0,187961,2020,3,2196029
ST. MARY MEDICAL CENTER - LONG BEACH,Los Angeles,20203,Open,Comparable,307,15841,19680,231940249,72759155,882222,10177337,90854749,98921750,0,0,3737219,2020,3,9748447
ST. MARY'S MEDICAL CENTER - SAN FRANCISCO,San Francisco,20203,Open,Comparable,203,5449,15437,118869534,68036524,1947795,0,45860841,62565315,0,0,405154,2020,3,814176
ST. ROSE HOSPITAL,Alameda,20203,Open,Comparable,153,3332,6949,75410423,25194124,7341800,0,21756579,31291845,0,0,233110,2020,3,1635693
STANFORD HEALTH CARE,Santa Clara,20203,Open,Comparable,571,45082,601318,2770564640,3335992682,18556214,214771,1212940932,1217956415,0,0,42815756,2020,3,1883653
STANISLAUS SURGICAL HOSPITAL,Stanislaus,20203,Open,Comparable,23,124,4689,3991930,17164561,-25160,0,7519703,7738221,0,0,235964,2020,3,552410
SURPRISE VALLEY COMMUNITY HOSPITAL,Modoc,20203,Open,Comparable,26,2111,1382,1407269,443595,0,0,1758550,1669733,0,0,69460,2020,3,8625
SUTTER AMADOR HOSPITAL,Amador,20203,Open,Comparable,52,2163,6415,32055317,44465679,1295259,5533,25217197,23220990,0,0,531484,2020,3,41486
SUTTER AUBURN FAITH HOSPITAL,Placer,20203,Open,Comparable,64,2912,24128,58024400,88627856,1539493,6675275,43153359,42097209,0,0,398099,2020,3,418439
SUTTER CENTER FOR PSYCHIATRY,Sacramento,20203,Open,Comparable,73,5236,2424,11955984,6760365,227043,46607,8821463,11219685,0,0,278760,2020,3,1588743
SUTTER COAST HOSPITAL,Del Norte,20203,Open,Comparable,49,2103,13868,25761091,46698066,1327903,97431,23189023,22527067,0,0,1355302,2020,3,26758
SUTTER DAVIS HOSPITAL,Yolo,20203,Open,Comparable,48,2462,7532,47127805,67957019,1235598,4914820,36249845,34231768,0,0,2337825,2020,3,223338
SUTTER DELTA MEDICAL CENTER,Contra Costa,20203,Open,Comparable,145,6613,9411,117193693,71582201,2679136,0,50509781,53661959,0,0,2379603,2020,3,1160296
SUTTER LAKESIDE HOSPITAL,Lake,20203,Open,Comparable,25,1594,11801,20214788,46918661,1656720,99807,21857745,23637984,0,0,418506,2020,3,68239
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Santa Cruz,20203,Open,Comparable,28,785,1755,13816531,44624123,459712,0,22816193,18515340,0,0,615511,2020,3,265851
SUTTER MEDICAL CENTER - SACRAMENTO,Sacramento,20203,Open,Comparable,523,33009,37356,692167122,312455497,7620137,43336222,324343825,317434098,0,0,3123088,2020,3,1588743
SUTTER ROSEVILLE MEDICAL CENTER,Placer,20203,Open,Comparable,352,24011,27650,445104505,239882380,6361048,29923391,216753605,190749483,0,0,19299126,2020,3,418439
SUTTER SANTA ROSA REGIONAL HOSPITAL,Sonoma,20203,Open,Comparable,84,6509,11578,139204170,119852489,2914611,7265186,84690470,82074430,0,0,9517119,2020,3,483398
SUTTER SOLANO MEDICAL CENTER,Solano,20203,Open,Comparable,106,4606,6795,85479725,57803070,2013315,289524,37498287,41018334,0,0,282821,2020,3,449724
SUTTER SURGICAL HOSPITAL - NORTH VALLEY,Sutter,20203,Open,Comparable,14,296,572,11192372,14905790,-2519,0,8759322,10939533,0,0,195773,2020,3,98682
SUTTER TRACY COMMUNITY HOSPITAL,San Joaquin,20203,Open,Comparable,77,2850,7886,51948254,67752425,2283942,583287,36807340,33070532,0,0,670371,2020,3,795880
TAHOE FOREST HOSPITAL,Nevada,20203,Open,Comparable,62,1319,15679,21691715,82380904,525399,0,57155593,47530229,0,0,956181,2020,3,102356
TARZANA TREATMENT CENTER,Los Angeles,20203,Open,Comparable,60,4968,0,4187050,0,0,0,3304602,2891256,0,0,126281,2020,3,9748447
TEMECULA VALLEY HOSPITAL,Riverside,20203,Open,Comparable,140,10022,9208,190867101,90034874,4064150,0,51933079,50126596,0,0,1355947,2020,3,2479628
TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL,San Luis Obispo,20203,Open,Comparable,103,3906,9513,107540839,97045436,1903736,0,26297127,27032429,0,0,916208,2020,3,282535
THE BETTY FORD CENTER,Riverside,20203,Open,Comparable,100,5028,3182,7393091,1489180,275367,0,4890404,4474078,0,0,653782,2020,3,2479628
TOM REDGATE MEMORIAL RECOVERY CENTER,Los Angeles,20203,Open,Comparable,63,4260,0,1137915,0,0,0,1137915,1241887,0,0,0,2020,3,9748447
TORRANCE MEMORIAL MEDICAL CENTER,Los Angeles,20203,Open,Comparable,444,24322,111195,555642516,427386367,1359403,31009336,160721650,166216331,0,0,3721031,2020,3,9748447
TOTALLY KIDS REHABILITATION HOSPITAL,San Bernardino,20203,Open,Comparable,81,5368,164,9319217,39300,0,0,7852544,7489119,0,0,1265801,2020,3,2196029
TRI-CITY MEDICAL CENTER,San Diego,20203,Open,Comparable,386,13262,48890,178203229,147548008,8542590,5063535,71612410,79381806,0,0,1337739,2020,3,3283755
TRINITY HOSPITAL,Trinity,20203,Open,Comparable,50,1408,8264,2517815,4456334,39366,103384,4051087,5117133,0,0,355232,2020,3,15777
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,Alameda,20203,Open,Comparable,190,9802,63539,206995583,190390247,2221649,0,121081289,160958311,0,0,12215000,2020,3,1635693
UCSF MEDICAL CENTER,San Francisco,20203,Open,Comparable,817,59174,645200,2463820031,2041522649,14638685,145086,1079324577,1176671915,0,0,28610073,2020,3,814176
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Sacramento,20203,Open,Comparable,617,49373,249429,1539855105,1116235367,22005058,6916542,638153487,685634746,0,0,90921000,2020,3,1588743
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,20203,Open,Comparable,418,32255,192302,697717907,520495457,20991970,1992968,318653091,378581198,0,0,12879168,2020,3,3158489
UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,San Diego,20203,Open,Comparable,701,52563,274073,1014243162,1014823694,6418211,0,612379959,625090619,0,0,13850987,2020,3,3283755
USC KENNETH NORRIS JR. CANCER HOSPITAL,Los Angeles,20203,Open,Comparable,60,3405,37683,58443881,216450711,514393,0,71135592,58890707,0,0,574791,2020,3,9748447
USC VERDUGO HILLS HOSPITAL,Los Angeles,20203,Open,Comparable,158,7072,15893,103537778,75381111,612840,0,36059587,40375117,0,0,371128,2020,3,9748447
VALLEY CHILDREN'S HOSPITAL,Madera,20203,Open,Comparable,358,16357,89350,289259579,166237651,3502415,0,136054933,169896415,0,0,7653628,2020,3,160414
VALLEY PRESBYTERIAN HOSPITAL,Los Angeles,20203,Open,Comparable,348,17170,18320,168553536,56584240,1167855,23578089,81706362,97359798,0,0,2211460,2020,3,9748447
VALLEYCARE MEDICAL CENTER,Alameda,20203,Open,Comparable,207,6529,50950,200430186,196500990,2564342,0,78812188,85878296,0,0,4874521,2020,3,1635693
VENTURA COUNTY MEDICAL CENTER,Ventura,20203,Open,Comparable,259,12152,31706,228772635,125154043,12937717,4217141,76560854,106949494,0,0,1208867,2020,3,835032
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Shasta,20203,Open,Comparable,88,5643,1735,66587841,1434093,0,0,9758319,7002993,0,0,150599,2020,3,180972
VIBRA HOSPITAL OF SACRAMENTO,Sacramento,20203,Open,Comparable,58,4725,29,52953265,78784,0,0,10475252,8217130,0,0,48349,2020,3,1588743
VIBRA HOSPITAL OF SAN DIEGO,San Diego,20203,Open,Comparable,88,7278,0,127004544,0,253970,0,19444918,15002979,0,0,357618,2020,3,3283755
VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE,Riverside,20203,Open,Comparable,50,2511,0,8556931,0,48651,0,4816516,3519326,0,0,184539,2020,3,2479628
VICTOR VALLEY GLOBAL MEDICAL CENTER,San Bernardino,20203,Open,Comparable,101,5758,9092,61792285,34804355,72416,0,24891757,26522174,0,0,1357118,2020,3,2196029
WASHINGTON HOSPITAL - FREMONT,Alameda,20203,Open,Comparable,385,14036,38079,351553447,173619518,10714976,0,115657256,119288275,0,0,1341076,2020,3,1635693
WATSONVILLE COMMUNITY HOSPITAL,Santa Cruz,20203,Open,Comparable,106,3209,14390,85632072,127300419,1014716,0,26561612,26897276,0,0,1864273,2020,3,265851
WEST ANAHEIM MEDICAL CENTER,Orange,20203,Open,Comparable,219,9891,7179,103272496,24361649,1408076,0,33035329,29125382,0,0,194603,2020,3,3158489
WEST COVINA MEDICAL CENTER,Los Angeles,20203,Open,Comparable,46,2766,1821,9392690,4337851,0,0,7215833,3491516,0,0,133096,2020,3,9748447
WEST HILLS HOSPITAL AND MEDICAL CENTER,Los Angeles,20203,Open,Comparable,214,10443,14878,361933142,158278232,209273,0,52682290,54024925,0,0,1620377,2020,3,9748447
WHITTIER HOSPITAL MEDICAL CENTER,Los Angeles,20203,Open,Comparable,178,7834,8854,122384205,54597162,1568473,0,29115148,27875107,0,0,147420,2020,3,9748447
WOODLAND MEMORIAL HOSPITAL,Yolo,20203,Open,Comparable,102,5291,14787,80602879,122657481,-48828,11849162,48902601,54217962,0,0,2175490,2020,3,223338
ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL & TRAUMA CENTER,San Francisco,20203,Open,Comparable,324,25668,138226,524678854,309287037,6141653,11565816,175167900,255563556,0,0,601054,2020,3,814176
ADVENTIST HEALTH AND RIDEOUT,Yuba,20204,Open,Comparable,221,15389,43231,291429275,144363720,6288511,0,105312936,119928617,0,0,0,2020,4,84335
ADVENTIST HEALTH BAKERSFIELD,Kern,20204,Open,Comparable,254,16262,48773,340131753,231549689,1297949,0,110768918,105588183,0,0,11004090,2020,4,917293
ADVENTIST HEALTH CLEARLAKE,Lake,20204,Open,Comparable,25,1457,87168,20664210,70536424,3035098,1096136,34054611,38700751,0,0,2237970,2020,4,68239
ADVENTIST HEALTH DELANO,Kern,20204,Open,Comparable,156,6608,17881,26911152,18031100,790518,0,18377830,19808501,0,0,34039,2020,4,917293
ADVENTIST HEALTH GLENDALE,Los Angeles,20204,Open,Comparable,462,23548,45584,533861309,221751216,124214,0,118396818,134492478,0,0,1386989,2020,4,9748447
ADVENTIST HEALTH HANFORD,Kings,20204,Open,Comparable,230,13176,56570,137377425,167919027,2833980,5128676,86764323,88363350,0,0,1265914,2020,4,152776
ADVENTIST HEALTH HOWARD MEMORIAL,Mendocino,20204,Open,Comparable,25,2037,15576,39445501,26407162,747815,807882,20641341,20091047,0,0,307373,2020,4,90027
ADVENTIST HEALTH LODI MEMORIAL,San Joaquin,20204,Open,Comparable,190,7593,39475,224604554,162983875,1514748,133385,56197509,62674824,0,0,3823215,2020,4,795880
ADVENTIST HEALTH MENDOCINO COAST,Mendocino,20204,Open,Comparable,25,1192,25727,6320932,20782731,253506,0,13616986,14042968,0,0,113647,2020,4,90027
ADVENTIST HEALTH REEDLEY,Fresno,20204,Open,Comparable,49,1729,136370,10093970,63674683,1465234,474564,46551426,42619679,0,0,5888593,2020,4,1017107
ADVENTIST HEALTH SIMI VALLEY,Ventura,20204,Open,Comparable,130,7968,19252,140039519,76359959,129465,0,43800410,46178020,0,0,965980,2020,4,835032
ADVENTIST HEALTH SONORA - GREENLEY,Tuolumne,20204,Open,Comparable,152,8734,95860,95716839,193636873,2347857,10434,66641552,66560310,0,0,112978,2020,4,53951
ADVENTIST HEALTH ST. HELENA,Napa,20204,Open,Comparable,151,1088,6238,30697562,34257659,944980,7855398,20218030,39999483,0,0,5996643,2020,4,134492
ADVENTIST HEALTH TEHACHAPI VALLEY,Kern,20204,Open,Comparable,25,1235,10373,11721517,28663466,147988,0,11948869,10522407,0,0,696178,2020,4,917293
ADVENTIST HEALTH TULARE,Tulare,20204,Open,Comparable,103,2075,5782,19479430,33381831,221302,0,16685382,16609339,0,0,122873,2020,4,478288
ADVENTIST HEALTH UKIAH VALLEY,Mendocino,20204,Open,Comparable,67,3557,55440,49640082,105107115,2221371,10998906,50961782,50479367,0,0,2550318,2020,4,90027
ADVENTIST HEALTH VALLEJO,Solano,20204,Open,Comparable,61,4285,906,18533196,1510057,13646,0,5292032,6615206,0,0,17555,2020,4,449724
ADVENTIST HEALTH WHITE MEMORIAL,Los Angeles,20204,Open,Comparable,353,21851,32702,491398856,180505213,160794,10894265,108997967,125135622,0,0,641842,2020,4,9748447
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Orange,20204,Open,Comparable,223,8856,9374,176905795,89997781,2083318,7724375,52757450,50710724,0,0,152503,2020,4,3158489
ALAMEDA HOSPITAL,Alameda,20204,Open,Comparable,247,16971,7890,88190589,31612713,1184107,0,17773685,22450678,0,0,235802,2020,4,1635693
ALHAMBRA HOSPITAL MEDICAL CENTER,Los Angeles,20204,Open,Comparable,144,7935,5221,102697884,24048407,289428,35552713,54014826,50416331,0,0,34846,2020,4,9748447
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,Alameda,20204,Open,Comparable,393,16860,18970,244106320,166288745,1540355,7921543,136562412,179446643,0,0,1182100,2020,4,1635693
ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT HAWTHORNE,Alameda,20204,Open,Comparable,395,14673,10560,268471636,126628551,1045547,0,100906590,120245953,0,0,4933171,2020,4,1635693
ALVARADO HOSPITAL,San Diego,20204,Open,Comparable,306,8525,8653,106023250,36958256,1563213,0,30715036,34923351,0,0,1651265,2020,4,3283755
ALVARADO PARKWAY INSTITUTE BHS,San Diego,20204,Open,Comparable,66,5709,30112,14655174,9112846,359776,0,8584947,7477348,0,0,135506,2020,4,3283755
